11LU013	11LU016	11LU022	11LU035	C3L-00001	C3L-00009	C3L-00080	C3L-00083	C3L-00093	C3L-00094	C3L-00095	C3L-00140	C3L-00144	C3L-00263	C3L-00279	C3L-00368	C3L-00412	C3L-00422	C3L-00510	C3L-00604	C3L-00893	C3L-00913	C3L-00973	C3L-01330	C3L-01632	C3L-01682	C3L-01683	C3L-01862	C3L-01889	C3L-01890	C3L-01924	C3L-02219	C3L-02345	C3L-02348	C3L-02350	C3L-02365	C3L-02508	C3L-02549	C3N-00167	C3N-00169	C3N-00175	C3N-00180	C3N-00199	C3N-00203	C3N-00217	C3N-00223	C3N-00293	C3N-00294	C3N-00433	C3N-00546	C3N-00547	C3N-00549	C3N-00550	C3N-00551	C3N-00552	C3N-00556	C3N-00559	C3N-00560	C3N-00572	C3N-00574	C3N-00578	C3N-00579	C3N-00580	C3N-00704	C3N-00737	C3N-00738	C3N-00959	C3N-01016	C3N-01021	C3N-01023	C3N-01024	C3N-01030	C3N-01071	C3N-01072	C3N-01074	C3N-01405	C3N-01410	C3N-01413	C3N-01414	C3N-01415	C3N-01416	C3N-01488	C3N-01489	C3N-01799	C3N-01823	C3N-01842	C3N-02000	C3N-02002	C3N-02003	C3N-02067	C3N-02087	C3N-02089	C3N-02145	C3N-02149	C3N-02155	C3N-02158	C3N-02379	C3N-02380	C3N-02421	C3N-02422	C3N-02423	C3N-02424	C3N-02433	C3N-02529	C3N-02572	C3N-02582	C3N-02586	C3N-02587	C3N-02588	C3N-02729
THRB	0.47750516948	0.512209535993333	0.410438379563333	0.49967959983	0.476648583113333	0.526916718346667	0.518261462346667	0.472200152714333	0.53950266916	0.434182757890667	0.48056549928	0.387550173121667	0.480512507283333	0.480039433217333	0.511581740703333	0.455508248253333	0.474680001906667	0.434751567326333	0.451831635073333	0.442528087067	0.449252213756667	0.500293222941667	0.51439239786	0.459230049646667	0.494086015761	0.479828620595	0.569287724827333	0.42655155703	0.371438789276667	0.463199760081667	0.48348810076	0.477904304009333	0.40392471243	0.415111278926667	0.42859381832	0.376964864406667	0.548000909665667	0.42786211333	0.45353402919	0.514746545536667	0.472616145	0.420160632566667	0.524597910916667	0.502996715046667	0.4242663097	0.491885258133333	0.410909845944667	0.365174711883333	0.508408875833333	0.503502415153333	0.418031022969667	0.408586160706667	0.416105862456167	0.506549225763333	0.442398690543333	0.528583656162	0.4348955404	0.43468499245	0.463983947706667	0.482152673493333	0.484200618076667	0.48705624519	0.48439189929	0.420462490913667	0.47004753665	0.403503401577	0.430428617333333	0.43047382788	0.43228658622	0.46992282748764	0.527706882863333	0.5126444853	0.514284117498667	0.450711665996667	0.39640285467	0.502305393433333	0.487607219143333	0.472680664666667	0.42756917574	0.4744386124	0.533816753966667	0.443972225814667	0.511225682593333	0.430596813256667	0.4056173531	0.439208617533333	0.409082756413333	0.429009393653333	0.557897305436	0.435649970322333	0.49498384989	0.455916325416667	0.440335886896667	0.44053011007	0.433034542526667	0.402836786906667	0.531186335136667	0.39955731904	0.471319512663333	0.577250363133333	0.548281445823333	0.4624880767	0.467040409732333	0.406942876756667	0.419987002266667	0.490081796166667	0.524513578246667	0.432416516096667	0.4648782894	0.47564750589
POU3F2	0.433435381113333	0.444930106643333	0.514333951753333	0.463219611744333	0.510286683569667	0.461849744471333	0.489824899343333	0.434746359	0.4823329508	0.50075779419	0.469651423748667	0.421277431216667	0.42978033577	0.397661805233333	0.43666023371	0.4434488597	0.466672307133333	0.436107651953333	0.445670821556667	0.476450332024767	0.445199273791333	0.395903566666667	0.39340813099	0.535956493958667	0.40322976718	0.459455286713333	0.430585062613333	0.432546705213333	0.476692544087667	0.484115465093333	0.537493235996667	0.453808313219	0.46512182105	0.5212748859	0.488083293636667	0.396084236573333	0.413074786436667	0.378274276116667	0.485916894673667	0.452560147506667	0.431499731295667	0.408741899833333	0.498367724692333	0.461693543923333	0.44520667747	0.469366304574267	0.475570360766667	0.52254003711	0.470648678933333	0.49920287436	0.450873978976667	0.403597013887333	0.50733436788	0.4870027095	0.50698594633	0.472215590933333	0.530640747766667	0.458816245236667	0.46228493884	0.536916675336667	0.505857234353333	0.443684106003333	0.495241609649333	0.43983369597	0.45885984688	0.495245361621	0.447840432519667	0.46791375958	0.458138882	0.503889627496	0.482490683286667	0.4841435536	0.438219318963333	0.519780943033333	0.468861780283333	0.44472891787	0.452862521706667	0.465694238263	0.427741716685667	0.47113840439	0.447546271996667	0.501826289766667	0.43508729248	0.445947047222	0.481569892646667	0.422618428277667	0.459161381196667	0.459327859412	0.50006808047	0.456774757803333	0.501470653566667	0.380836189886667	0.451470152596667	0.3971155294	0.48558686835	0.489432758920667	0.532851023253333	0.433101489553333	0.52388223446	0.394326868226667	0.474247481263733	0.509386171066667	0.489389107134333	0.47907438067	0.470937121767	0.477762368626667	0.465038436816667	0.396402560023333	0.490571651782333	0.48417384782
FOSB	0.552180550053	0.460715676244333	0.51848563655	0.503986854276333	0.472555182843333	0.481444806866667	0.485058297843333	0.48632337176	0.48210573484	0.484978979433333	0.450397627656667	0.44129859927	0.48662178994	0.438810391566667	0.472855103406667	0.374536924393333	0.37651861626	0.424324784033333	0.347559968909033	0.407305357349533	0.339452402616667	0.473474792733333	0.448390939173333	0.317827599546667	0.43915149164	0.350783390716667	0.464537668326667	0.510402826110667	0.332043207298	0.44005600668	0.411602710256667	0.46967647756	0.512950123713333	0.390281029945333	0.365194851083333	0.438809978363	0.385189682084	0.414004369649333	0.417170640714667	0.449517943066667	0.458946693	0.509685241676667	0.470323566276667	0.592756569466667	0.483907817941	0.433312456576667	0.42296962714	0.567371392833333	0.509011076063333	0.521465212726667	0.383295127222	0.569766096433333	0.51526417172	0.504325562473333	0.499561580213333	0.49997602013	0.4428213172402	0.5061397558	0.34647378377	0.4944461548	0.548535450726667	0.46358814155	0.486100783136667	0.456013314077333	0.46463257233	0.465969337923333	0.461774284856667	0.476836737396667	0.43068437681	0.508122806476667	0.539755183646667	0.47618382018	0.471887806080667	0.509788115283333	0.53689284551	0.45568716997	0.474327552676667	0.43135410443	0.43994458763	0.46008565021	0.445766245123333	0.570643949263333	0.4785390388	0.397520425281667	0.409989871886667	0.516053654066667	0.357799280556667	0.374757815603333	0.526736812203333	0.490184601823333	0.468294663829333	0.509938387169	0.466105750030333	0.441308283255333	0.493998075957	0.401436752455	0.63435084939	0.397021721076667	0.43440753593	0.467215093623333	0.503851342043333	0.59566594773	0.444759408046	0.477618429993333	0.4673884107	0.477412138833333	0.448221689517333	0.492457878686667	0.463798778686667	0.462110936193333
FOXP1	0.52542630248	0.412345983878333	0.573722756923333	0.502880386826667	0.463978245933333	0.460173201709	0.485886828013333	0.44039675145	0.483632517653333	0.49841344286	0.454005767203333	0.543502270133333	0.527435810326333	0.473772792066667	0.464108887602867	0.43632692683	0.44864012278	0.495910809088667	0.54707824243	0.46099365419	0.470804675223333	0.501048713622333	0.441664655388733	0.466483042753333	0.444139493056667	0.47142475297	0.49126236949	0.45700349148	0.501563597333333	0.48565150948	0.456925130526667	0.4079090038475	0.485375030155333	0.458093595863333	0.449933643076667	0.413879721707433	0.525164678073333	0.513133961289667	0.435068787929	0.444187098056667	0.520390112723333	0.374114223647667	0.44042705664435	0.525286366583333	0.435581235313333	0.45180752656	0.49054172914	0.471447642916667	0.414662410696667	0.49537613069	0.410756254613333	0.466976960052667	0.49189340254	0.446967996996667	0.508051613038333	0.457669780703333	0.4451778762148	0.430383479118	0.46809825516	0.45779130341	0.4476235484	0.506906473766667	0.489051374282	0.493679298915333	0.460922966102333	0.453215671565	0.466887467163333	0.42066807238	0.447854567216667	0.474964904832667	0.378787074983	0.483525647506667	0.447844634394667	0.501145746938667	0.4679158346877	0.53977600239	0.420156318025667	0.451126443354333	0.479458492903333	0.463754263658333	0.44735888247	0.509223475043333	0.5273265582	0.488398870303333	0.482964462293333	0.535361852065	0.442192386853333	0.422993247426667	0.54189560458	0.444240338533333	0.480909429086667	0.526844839603333	0.373714805	0.436893006491	0.451743965468667	0.47455586462053	0.487065662723333	0.411666505076667	0.373559683646667	0.477608220386667	0.522037614866667	0.5133714437	0.443622826756667	0.536026579946667	0.45590314481	0.445822643773333	0.481651138116667	0.479078074648	0.449559895443667	0.462889343253
BCL3	0.54024688031	0.523037059973333	0.501287205981667	0.47927342973	0.44251686412	0.427856747463333	0.474074013276667	0.423853599688333	0.443233652496667	0.539380888216667	0.50807237942	0.423144588753	0.476433924666667	0.461647175338	0.498630677691	0.425508653633333	0.413426099713333	0.473372346266667	0.334294757338667	0.426049018782667	0.366077954863333	0.527203454933333	0.463526814526667	0.37767885678	0.434218111206667	0.422387553546333	0.464464010893667	0.45108305817	0.395635972333333	0.458139916799667	0.465086409015667	0.454930821453333	0.53955380551	0.45190675907	0.419023912831667	0.488904414396667	0.399569161293333	0.4957768096	0.359126889969033	0.495366726133333	0.47120054826	0.468723552228	0.4272372524	0.577023478323333	0.475502639442333	0.411319208746667	0.399345420496667	0.5552815005	0.498343520293333	0.54536896254	0.432652195843333	0.509433831343333	0.499305777886667	0.5170040075	0.472865813902	0.529989171633333	0.443143721616667	0.529514860533333	0.47724444024	0.52545109921	0.444398035344	0.47452080995	0.52115101493	0.470721683786667	0.438778834121333	0.506989285186667	0.444514512163333	0.476025101439667	0.42774285508	0.529393022955	0.490161033082	0.536732315276667	0.428725387056667	0.472218251916667	0.529936196593333	0.469595915826667	0.487526547633333	0.459419902713333	0.464022446476667	0.403244745773333	0.44164176663	0.47160461482	0.512268398186667	0.399892431731667	0.486675030536667	0.536566076194	0.420728728463333	0.377380583183333	0.509624137046667	0.396664855287667	0.51759263929	0.544593088693333	0.411944747403	0.445581948819667	0.495599589934333	0.477780611941	0.508157044533333	0.39589044152	0.385363955786333	0.469267398040333	0.496374180706667	0.535709484466667	0.401021888886667	0.447053299948	0.460368916765667	0.39358776308	0.46560347989	0.463862663810667	0.418090020201667	0.427970908886667
NFATC1	0.4572485592	0.694817847966667	0.522489548736667	0.721901998433333	0.535529038323333	0.541137283176667	0.196981815607	0.322715154852667	0.679016081933333	0.47230894704	0.603229317766667	0.254418657734	0.401827645149333	0.537709095833333	0.599477694733333	0.177477299376667	0.443078014793333	0.143248367438333	0.08769085511	0.305376301594333	0.110878528103333	0.499866362450667	0.30540792742	0.11852666804	0.324850304273333	0.444876006703333	0.706505503966667	0.365884790463333	0.134215624570333	0.268725174035333	0.37881195825	0.436471285203333	0.696550098833333	0.212249382168	0.207417655823333	0.353322566952	0.439588772156667	0.327874424486667	0.207635557896667	0.468646276909	0.586093702	0.27761399673	0.162533690583333	0.67098706781	0.216788023413333	0.168455800708333	0.214445341876667	0.840245203333333	0.697435647866667	0.622367301166667	0.3971099808	0.296945468008667	0.535950777566667	0.758657345	0.513917326323333	0.798675570333333	0.213210127657667	0.223079070774	0.171400307348667	0.387387722165	0.436080446453333	0.283173488416667	0.533502267193333	0.286053690416667	0.232618332070667	0.32573209769	0.20986563738	0.415916631626667	0.380874719606667	0.458466639703333	0.695845993456667	0.766404035966667	0.508703504633333	0.644517238778667	0.340108878626667	0.51658717208	0.363713329573333	0.37161781806	0.39010367688	0.44218967447	0.4377461486	0.59811486631	0.579330146336667	0.336815101433333	0.414202030933333	0.326900548460667	0.220486407843333	0.145931763946667	0.674727576666667	0.17164489093	0.791602897333333	0.638440938883333	0.226470444767333	0.410037843292333	0.267457845293333	0.134979813793333	0.634329824733333	0.105545903946667	0.38522892536	0.246669967028667	0.809820355333333	0.849179594333333	0.251968935623333	0.445452214801333	0.43841241355	0.321861502866667	0.222803612715333	0.194203674774	0.247718406305	0.24135112604
DLX2	0.53740024698	0.528954120616667	0.49927484191	0.542972759284	0.475732875696667	0.519016411726667	0.5087686438	0.50577981062	0.399459982581667	0.473759482022333	0.478929504404	0.455082887536667	0.485369844327333	0.432941273207667	0.44726345506	0.47672193299	0.4860380209	0.415135754389667	0.480025930469667	0.48483339414	0.399519629107	0.399875173926667	0.43260406771	0.474806069613333	0.449457932956667	0.502834995453333	0.538137713977333	0.395349671320333	0.396312337166667	0.423977963106667	0.479510749633667	0.484246171113333	0.501867862223333	0.480701865482667	0.502941766283	0.484166404356667	0.43073839819	0.439272909633	0.461460456504333	0.432789873586667	0.472379020566667	0.45043303096	0.51278906086	0.52153843893	0.435650628007667	0.48126645857	0.52167002345	0.516061418116667	0.404063827794333	0.482091242591	0.423789606173333	0.49782478992	0.39457154606	0.521775286966667	0.455815355554	0.493211690456667	0.494639323988	0.47170939262	0.483824388643333	0.465854021853333	0.431949457453333	0.454296004713333	0.472100791706667	0.422267991446667	0.393201778368	0.48708069416	0.44797025769	0.464077988210333	0.416997070100667	0.39429057021	0.488831059283333	0.430509634056667	0.362488372634433	0.509300004057	0.46127684549	0.56520159335	0.458193906072667	0.52735142015	0.466407545026667	0.461260233356667	0.466915176133333	0.46624791659	0.392972382626667	0.495540633426667	0.471132947734	0.4970930929	0.519447700853333	0.47339017811	0.433407947256	0.478099473256667	0.45030100166	0.500611522896667	0.424540940848667	0.446461857813333	0.503378582172	0.472779434648933	0.449695529586667	0.540534701786667	0.425708601174	0.44240040603	0.423584724353333	0.466166412817333	0.404916178426667	0.458465269176667	0.475351097966667	0.495190911815	0.4948809955	0.4268218611	0.55142315943	0.49480274512
PPARD	0.40433583818	0.4124231486	0.425455234185667	0.406277543513333	0.461991439753667	0.49291650948	0.517593206043333	0.40367938151	0.5056574238	0.507330800696667	0.5021861264	0.462385903833333	0.448791799376667	0.502315153468333	0.365449613893333	0.392347288733333	0.540099591493333	0.421471016963333	0.4583398902	0.346041368634	0.417107603796	0.452523357540667	0.536310090423333	0.402927816816333	0.51135348243	0.419244987705433	0.44602755124	0.450826696412667	0.48052467316	0.530142206072667	0.391822928083667	0.50495964845	0.47940241954	0.474220872166667	0.41522932218	0.465646588929667	0.447899838373333	0.444744745556667	0.406966474188	0.449657153067	0.47975901765	0.453004783810667	0.568995324006667	0.370129305613333	0.48164407711	0.416280656761	0.39365110553	0.382700476334667	0.40925811564	0.4617281992237	0.463223570761667	0.47263420764	0.502026987813333	0.34661147887	0.457789369653333	0.368885803163333	0.412143374086667	0.54140697216	0.485025885664667	0.466614432496667	0.479124559666667	0.387619557063333	0.414524353008667	0.504586300576667	0.471593044493	0.534386357763333	0.41278398524	0.474849802326667	0.491128526963333	0.5089730592	0.44466642301	0.42444444426	0.452779491516667	0.475649014386667	0.524440589526667	0.462102135923967	0.530439299566667	0.516913008906667	0.505883327142333	0.452875435706667	0.474843491293333	0.456526635046667	0.400817447012667	0.397342755779667	0.445821047077	0.428876486283333	0.431432669893333	0.4018290445	0.44783686401	0.479619187893333	0.516596764103333	0.403622768446333	0.482642523053	0.389769606757333	0.426840739556	0.427132997108667	0.442598865866667	0.4719247001	0.465262690373333	0.473970052706667	0.43648065089	0.375638773267333	0.47107551577	0.352433160576333	0.478155824423333	0.41133359381	0.396082508087333	0.429278740226667	0.4730474584701	0.42237686901
MECOM	0.504916396933333	0.472139149416667	0.459844490381333	0.484347556533333	0.462994217073333	0.439126537716667	0.513408286234667	0.425398360416667	0.45284204413	0.46279241278	0.417135189306667	0.452044133128667	0.468752177026667	0.463319155683	0.459236465362667	0.414383419183333	0.482308050383333	0.4796229851	0.520487867688333	0.418678011583333	0.53965978911	0.439652194203333	0.416647967756667	0.491710474033333	0.492572359925667	0.542060702608	0.445568708039667	0.458202973863333	0.452442634768667	0.468539392683333	0.488769301233333	0.485998289537667	0.40350493428	0.429616939486667	0.4694161578	0.526741912463333	0.444782828864667	0.481674438673333	0.49413994902	0.482866942213333	0.465008228313333	0.504548842996667	0.562588933363333	0.489420793266667	0.462332004148333	0.524289525405333	0.460038682563333	0.494133322673333	0.408987904511033	0.402087225593333	0.47961642822	0.347471651156667	0.470346569836667	0.452924649062	0.47453752599	0.453476193453	0.43430733606	0.45418222714	0.474870731526333	0.479259572781333	0.403499109936667	0.427284618121333	0.46892382158	0.508170974193333	0.449154211993333	0.463651880250667	0.467622160883333	0.473141558813333	0.441964252543333	0.45107008561	0.455294387796667	0.44318063206	0.477986196976667	0.441261616546667	0.497850397323333	0.47161457625	0.451692119225	0.53222114667	0.432494080645667	0.468878708823333	0.502952145566667	0.42694628413	0.474571207298333	0.46631225657	0.470842883566667	0.508235791526	0.467017564933333	0.47909229639	0.513097484487667	0.485642985786667	0.500608841821667	0.517755726166667	0.51277443706	0.45564014691	0.50802154523	0.546909775036667	0.468938594913333	0.463184071983333	0.451633360696667	0.499593739122667	0.46354252381	0.405911616833333	0.479263064863667	0.448801691210167	0.476508674576667	0.417230325098667	0.395615154276667	0.519633442	0.464150570059667	0.389444527293333
ZBTB7B	0.502304241573667	0.473031135193333	0.46126130652	0.442590898790333	0.425472658796667	0.517551970338533	0.448946996826667	0.468985756993333	0.426853669995667	0.514667117066667	0.460879410272	0.48551846716	0.447861992073333	0.471399921416667	0.42491496844	0.467728767663333	0.486899009303333	0.460111641433667	0.4402050754	0.49294873865	0.474061133107667	0.55642221762	0.479541853046667	0.458025849203333	0.495189794533333	0.458910730433333	0.472494890394033	0.483564348700333	0.478135170933333	0.4637045335	0.487876637866667	0.391037596973333	0.443123030286667	0.502134172933333	0.408867213776667	0.484166341591333	0.51254285229	0.474889508879	0.433418847823333	0.37849273484	0.44107779464	0.437422276240333	0.506617058116667	0.49906403185	0.492072855033333	0.493900475076667	0.466781744876667	0.44024583254	0.515008281124333	0.49908264529	0.536926883908	0.513971311413333	0.491481712985	0.467963482487333	0.495653014183333	0.47240186761	0.442837583847667	0.53025341595	0.434999585079667	0.485835695133	0.503509524878333	0.434168553576667	0.46625581457	0.4685439805	0.489897222893333	0.502727121113333	0.479284942045667	0.488730038666667	0.424364240956667	0.439014129664	0.466341327856667	0.451085741663667	0.4515361351	0.484997193365333	0.502131564994333	0.538209826616667	0.479973479253333	0.459086479173333	0.512344856083333	0.420874546397333	0.43623913235	0.504410913236667	0.5251424131	0.468271275571667	0.46216785562	0.402884947296667	0.49532082768	0.44198628223	0.501880090166667	0.48613480797	0.414960567091667	0.4855311156	0.471562127786667	0.4296080354843	0.445546924103333	0.478638873933333	0.48161973667	0.402250117684333	0.468356890266667	0.458102500881867	0.50228669951	0.430299746206667	0.484845494187667	0.378461295183	0.427700979256933	0.461582411353333	0.483661585373333	0.497792598923333	0.484838519	0.463109341846667
STAT2	0.44763139825	0.467619689566667	0.521901504063333	0.431696897086667	0.48660289087	0.443501677833333	0.44871278222	0.496677516666667	0.493403172536667	0.5109689309	0.551025044593333	0.438046796500667	0.494939217483333	0.477433964986667	0.4872202104	0.472231260166667	0.5179700207	0.475399725834	0.40447404099	0.457694213006667	0.442763069677333	0.56512658448	0.518010630366667	0.472308930466667	0.419582644736667	0.541360324873333	0.52578702399	0.49794327397	0.377284397500333	0.432937066801	0.47745382268	0.47672883399	0.516104866410333	0.452435238	0.41193226672	0.392541743677	0.5426138962	0.49156078417	0.393187549693333	0.464778594536667	0.478055262113333	0.407579215876667	0.420553061646667	0.456965595503333	0.430733029333333	0.426863845194333	0.41461172594	0.458157023450333	0.50856286192	0.52372045947	0.516199276496667	0.477210710583333	0.445905084235333	0.434596899084667	0.425984813423333	0.50738418562	0.417675165813333	0.433782897464333	0.443110476	0.503590183213333	0.503400688042667	0.500361420032	0.411254890442	0.407748973543333	0.515808290353333	0.5862321551	0.5072704961	0.480505806707333	0.47580142186	0.444763279966667	0.36356702207	0.438730396466667	0.4505513227322	0.441217945686667	0.471540053713	0.451132241007	0.45649373176	0.478020018566667	0.520082682123333	0.473510640976667	0.490388975199333	0.463766994533333	0.562714484936667	0.446701651275333	0.46994644986	0.481586959866667	0.444375346326667	0.359195817303333	0.46561253399	0.377233641176667	0.43672171702	0.455681019373333	0.39375837629	0.44879295387	0.450358011253333	0.365004306732	0.483816616526667	0.416680011723333	0.385937793198667	0.443100263	0.543676089616667	0.450703521803333	0.410926454146667	0.417167494211667	0.42941267974	0.464250198761533	0.443450579456667	0.4823036154479	0.398393503796667	0.42570111782
ESRRG	0.426355415361667	0.373788333864333	0.477854046965633	0.447002112377533	0.429313146856667	0.492891451783333	0.462600252529333	0.423712100317667	0.49077057685	0.47061439544	0.490677000693333	0.510202618113333	0.443529063173333	0.51903750223	0.43511043779	0.458673255433333	0.540927828783333	0.481780889783433	0.453984898206667	0.438254748726667	0.419578481778667	0.486299632886667	0.47018157532	0.425829942186667	0.48426994452	0.45766192108	0.419096565135667	0.485440595356667	0.517895849266667	0.45463349501	0.463427484305333	0.485597023112667	0.51438542494	0.496363184283333	0.447893290206	0.453179849686667	0.50071419374	0.487327055784	0.444808168371333	0.447351379763333	0.404703001163333	0.588337555933333	0.485808096437333	0.456495512663333	0.5083175982	0.446500699083333	0.3839775475	0.38979119469	0.44376079223	0.353633648753333	0.496075613295	0.543950978366667	0.461178559441	0.46923426847	0.4238719925	0.456769071373333	0.49802069934	0.496630279653667	0.407470767502	0.510089328543333	0.41558643256	0.439640087870333	0.389519634893333	0.446738029845667	0.568471131103333	0.548338619178333	0.482538285433333	0.489292567266667	0.476420388843333	0.563359929603333	0.390129408826667	0.41901145288	0.448803483803333	0.431629101583333	0.51651937312	0.490641878193333	0.491778414546667	0.405280823746667	0.525887816523333	0.456665511496667	0.392994275811333	0.421673748703333	0.461885784903333	0.421172781333333	0.506732149166667	0.36747202392	0.419209335353333	0.566666136066667	0.47160339119	0.45968015353	0.428747133996667	0.601188399073333	0.471468922543333	0.458987547966667	0.431231920744333	0.477370638363333	0.406609000539667	0.473401857466667	0.415491320186667	0.46151743886	0.423915826210667	0.40012862909	0.420524943883967	0.457237508626667	0.42595275393	0.42693396298	0.427304833556667	0.454711925976667	0.43194239348	0.397612421423333
TBX1	0.444008208266667	0.41039974768	0.459917959603333	0.510893863583333	0.506614890493333	0.477275076976667	0.461069815473333	0.489305242456667	0.5004409963	0.447675083636667	0.461199237833333	0.422368025988667	0.406419126893333	0.524113575933333	0.451086588797333	0.49949907986	0.489686409553333	0.486667140866667	0.492733792192333	0.507423789033333	0.540037149819667	0.495240051933333	0.489616812125333	0.450674239866667	0.47419885187	0.494914896466667	0.486193457823333	0.43331369359	0.45716125783	0.437104647889333	0.475823541038333	0.480682596702667	0.458590593323333	0.44244413009	0.486919731963333	0.445888375241	0.519354498996667	0.509751892816667	0.530797050893333	0.41102168316	0.433767970216667	0.379626833421333	0.480238287163333	0.578825408953333	0.411907763613333	0.497639486574333	0.51150654404	0.449007733666667	0.464824015076667	0.470381363872333	0.415008581456667	0.518324573858333	0.393081558616667	0.413528332708667	0.530060231133333	0.4477112513	0.498844159193067	0.4251582152474	0.437347399143333	0.47849160277	0.470106127763333	0.464672193298	0.414658108012667	0.451326841416667	0.469253736973333	0.503310459313333	0.554026715016667	0.423916773503	0.50835406381	0.34660981908	0.43933406408	0.453049355367667	0.398195598572	0.4546146484	0.378062264003333	0.46957126836	0.439925529813333	0.430614378863333	0.401703207916667	0.486574466093333	0.440904237546667	0.44318407479	0.498187682266	0.486095460876667	0.482515609387667	0.41236704534	0.51641242696	0.491645731859333	0.45707988545	0.446413843817333	0.441790458806667	0.490851233075	0.520570864682	0.406636172391	0.38147111914	0.429764187315333	0.473389292774333	0.51638386749	0.497838825133333	0.485966436336667	0.433334303036333	0.520524447566667	0.515099269843333	0.484898488133333	0.44323853119	0.488562068239267	0.476573741853333	0.4786914702	0.470101707843333	0.467541968023333
ATOH1	0.471944182147667	0.457066112155333	0.49889083058	0.40157083555	0.45777997233	0.421651953056667	0.528499810606667	0.46517435904	0.466872740833333	0.45889535102	0.492800010466667	0.513206019907667	0.48621866892	0.499322919693333	0.449636168146667	0.426958207496667	0.457456300193333	0.461078378099667	0.389325293203333	0.457093652703333	0.416180482796667	0.528350418506667	0.522601747336667	0.45236507956	0.459504514027333	0.409692038866667	0.439350330119333	0.520406995546667	0.478030828722333	0.510318585572167	0.435517477304	0.457502712544	0.475715833466667	0.482786928206667	0.499602947113333	0.49527305387	0.53124330188	0.513758956923333	0.475557870097667	0.46473609556	0.467156826433333	0.512195935267667	0.473538913656667	0.438460506911667	0.4476156101	0.441196304963333	0.49252655372	0.44997258711	0.458487259465667	0.4174235789	0.48140064853	0.51572029031	0.45605359578	0.425995352443333	0.480830388096667	0.464404164963667	0.413626622813333	0.528989414176667	0.486866894723333	0.524027438473333	0.44572234533	0.492491427176667	0.495312218806667	0.457713747953333	0.512816438213	0.517027438306667	0.54067513704	0.492541326216667	0.446709338018333	0.487429687973333	0.408775793166667	0.491441814793333	0.414247614213333	0.466470967723333	0.47663318431	0.394301352366667	0.502813693243333	0.411725726721	0.469208704376667	0.474343783553333	0.495087440933333	0.474529515773333	0.481129535533333	0.457181426036667	0.461261672573333	0.48510393789	0.36726953197	0.457727209686667	0.440727674073333	0.446231332	0.403907265263333	0.465194075536667	0.447798306383333	0.52724948381	0.48307374434	0.497452836668467	0.472804620896667	0.452968314932	0.481708043571667	0.430863098183333	0.469549025243333	0.384564570862333	0.474322603403333	0.445089226243333	0.464339179695	0.47971007335	0.455715931236667	0.47396457892	0.431447981117	0.459973248096667
DLX3	0.420702479779667	0.479798493303333	0.449323796429667	0.495227193476333	0.44207402709	0.471710950433333	0.418103144999667	0.499031786910667	0.459858687643333	0.4203798599	0.464046258903333	0.455015599	0.442731856975667	0.477465168090333	0.465090788321533	0.40143036101	0.45038115414	0.424492741473333	0.498809971033333	0.419698848	0.54813552734	0.442197440656667	0.514992751856	0.52375225071	0.479816162806667	0.473295584773333	0.483447284613333	0.426922432693667	0.42543971	0.46620526194	0.470911541536333	0.476953900243333	0.489185853266667	0.462544276353333	0.505411235303	0.425797164082	0.4767976419	0.398318786756667	0.465647840566333	0.419867201729333	0.465275149716667	0.502312372066667	0.451008390741333	0.4788121718	0.474446488276667	0.469714428306333	0.483418230793333	0.494123807519	0.493688932033333	0.49537835838	0.46214803779	0.482446706082333	0.461829682193333	0.474504644766667	0.364796419173333	0.487154492663333	0.463894480762333	0.49017877215	0.40593795371	0.452726863686267	0.49142947703	0.437155080693667	0.430587632393667	0.477582517283333	0.45832342985	0.468160947582	0.504068884256667	0.488841803503333	0.51543966137	0.424969429483333	0.487215047416667	0.44436990685	0.437915507855667	0.45726505232	0.461993518023333	0.44413849551	0.432590378036667	0.527019747718333	0.523104562583333	0.45399730449	0.438171710113333	0.484109983763333	0.473134926715333	0.505120532133333	0.486550602509667	0.511433653763333	0.471841504964	0.469048521656667	0.496385199603333	0.43886926063	0.474946119676667	0.513227064346667	0.502594068283333	0.477580186247333	0.513499654433333	0.411815046746667	0.511789890576667	0.468929874476667	0.474767754396667	0.47076542167	0.529008278596667	0.47209234086	0.479737146494667	0.38400810348	0.477135032116667	0.516936390333333	0.500334569433933	0.407481183413333	0.455542933338956	0.488813562633333
